TIME,GEO,UNIT,S_ADJ,NA_ITEM,Value,Flag and Footnotes
2014Q1,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"516,871.0",
2014Q1,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,824.6",
2014Q1,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"385,837.7",
2014Q1,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,357.5",
2014Q1,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,151.5",
2014Q1,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,211.4",
2014Q1,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,997.7",
2014Q1,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"25,755.0",
2014Q1,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,890.5",
2014Q1,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"159,392.9",
2014Q1,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"76,854.3",
2014Q1,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"99,602.0",
2014Q1,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,066.4",
2014Q1,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"33,839.1",
2014Q1,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,931.4",
2014Q1,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,628.0",
2014Q1,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"97,374.8",
2014Q1,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"488,605.9",
2014Q1,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"85,573.6",
2014Q1,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"116,445.2",
2014Q1,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,585.0",
2014Q2,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"94,374.1",
2014Q2,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,921.7",
2014Q2,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"40,179.5",
2014Q2,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"62,966.8",
2014Q2,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"684,473.8",
2014Q2,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,292.1",
2014Q2,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,074.4",
2014Q2,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,081.5",p
2014Q2,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"257,795.0",p
2014Q2,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"517,971.0",
2014Q2,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,796.5",
2014Q2,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"385,759.8",
2014Q2,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,333.0",
2014Q2,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,153.1",
2014Q2,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,259.4",
2014Q2,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,035.5",
2014Q2,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,061.8",
2014Q2,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,925.5",
2014Q2,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"160,252.8",
2014Q2,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"77,069.3",
2014Q2,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"100,695.8",
2014Q2,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,217.8",
2014Q2,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"33,926.9",
2014Q2,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,045.8",
2014Q2,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,590.0",
2014Q2,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"98,178.5",
2014Q2,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"493,127.3",
2014Q2,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"85,947.2",
2014Q2,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"116,831.9",
2014Q2,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,550.0",
2014Q3,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"94,702.4",
2014Q3,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,982.3",
2014Q3,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"40,642.2",
2014Q3,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"63,467.2",
2014Q3,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"686,408.9",
2014Q3,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,288.8",
2014Q3,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,201.9",
2014Q3,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,590.6",p
2014Q3,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"259,317.0",p
2014Q3,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"520,833.0",
2014Q3,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,789.8",
2014Q3,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"386,197.7",
2014Q3,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,336.9",
2014Q3,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,178.8",
2014Q3,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,291.2",
2014Q3,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,420.3",
2014Q3,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,257.2",
2014Q3,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,948.2",
2014Q3,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"160,880.9",
2014Q3,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"76,946.9",
2014Q3,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"101,526.7",
2014Q3,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,283.2",
2014Q3,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"34,479.6",
2014Q3,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,110.4",
2014Q3,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,687.0",
2014Q3,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"98,530.7",
2014Q3,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"497,127.3",
2014Q3,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"86,617.8",
2014Q3,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"117,534.7",
2014Q3,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,452.4",
2014Q4,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"94,957.1",
2014Q4,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,079.6",
2014Q4,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,070.7",
2014Q4,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"63,906.4",
2014Q4,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"691,826.9",
2014Q4,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,366.7",
2014Q4,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,035.4",
2014Q4,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,048.6",p
2014Q4,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"261,237.0",p
2014Q4,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"520,938.0",
2014Q4,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,830.8",
2014Q4,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"386,000.9",
2014Q4,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,336.4",
2014Q4,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,207.3",
2014Q4,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,312.7",
2014Q4,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,613.2",
2014Q4,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,400.6",
2014Q4,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,996.9",
2014Q4,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"162,644.1",
2014Q4,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"76,947.6",
2014Q4,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"102,101.7",
2014Q4,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,540.6",
2014Q4,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"34,741.3",
2014Q4,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,119.0",
2014Q4,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,647.0",
2014Q4,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"99,580.6",
2014Q4,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"501,268.8",
2014Q4,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"87,251.2",
2014Q4,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"118,433.5",
2014Q4,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,496.8",
2015Q1,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"95,312.7",
2015Q1,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,186.8",
2015Q1,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,638.7",
2015Q1,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"64,188.1",
2015Q1,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"693,004.1",
2015Q1,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,321.3",
2015Q1,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"55,948.9",
2015Q1,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,308.2",p
2015Q1,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"263,732.0",p
2015Q1,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"522,827.0",
2015Q1,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,922.7",
2015Q1,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"386,969.4",
2015Q1,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,354.7",
2015Q1,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,246.5",
2015Q1,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,345.3",
2015Q1,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,648.0",
2015Q1,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,737.8",
2015Q1,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"2,030.3",
2015Q1,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"163,826.1",p
2015Q1,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"77,274.4",
2015Q1,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"103,618.9",
2015Q1,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,792.1",
2015Q1,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"35,197.1",p
2015Q1,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,163.2",
2015Q1,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,422.0",
2015Q1,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"100,396.9",
2015Q1,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"502,522.2",
2015Q1,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"87,082.2",
2015Q1,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"117,825.7",
2015Q1,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,444.0",
2015Q2,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"95,874.9",
2015Q2,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,265.7",
2015Q2,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,190.2",
2015Q2,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"64,651.5",
2015Q2,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"696,616.2",
2015Q2,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,380.6",
2015Q2,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"56,503.3",
2015Q2,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,275.7",p
2015Q2,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"265,782.0",p
2015Q2,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"522,723.0",
2015Q2,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,046.8",
2015Q2,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"388,437.4",
2015Q2,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,404.1",
2015Q2,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,308.0",
2015Q2,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,391.1",
2015Q2,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,620.8",
2015Q2,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,785.7",
2015Q2,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"2,072.4",
2015Q2,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"164,104.2",p
2015Q2,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"77,446.6",
2015Q2,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"104,140.1",
2015Q2,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,915.1",
2015Q2,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"35,188.7",p
2015Q2,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,229.3",
2015Q2,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,899.0",
2015Q2,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"101,525.2",
2015Q2,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"504,938.6",
2015Q2,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"87,549.2",
2015Q2,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"117,916.1",
2015Q2,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,607.4",
2015Q3,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"95,973.0",
2015Q3,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,360.3",
2015Q3,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,598.9",
2015Q3,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"64,416.8",
2015Q3,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"698,293.2",
2015Q3,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,360.9",
2015Q3,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"57,420.0",
2015Q3,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,479.8",p
2015Q3,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"268,259.0",p
2015Q3,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"524,996.0",
2015Q3,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,111.3",
2015Q3,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"388,922.0",
2015Q3,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,433.2",
2015Q3,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,352.5",
2015Q3,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,452.6",
2015Q3,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,658.5",
2015Q3,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,959.3",
2015Q3,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"2,093.6",
2015Q3,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"164,661.2",p
2015Q3,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"77,646.9",
2015Q3,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"105,382.6",
2015Q3,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,974.1",
2015Q3,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"35,852.9",p
2015Q3,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,252.7",
2015Q3,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,743.0",
2015Q3,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"102,735.4",
2015Q3,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"506,310.3",
2015Q3,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"88,910.1",
2015Q3,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"118,281.9",
2015Q3,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,628.6",
2015Q4,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"96,480.4",
2015Q4,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,450.3",
2015Q4,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,724.6",
2015Q4,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"64,271.3",
2015Q4,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"700,808.8",
2015Q4,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,399.4",
2015Q4,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"58,631.9",
2015Q4,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,375.6",p
2015Q4,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"270,511.0",p
2015Q4,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"526,327.0",
2015Q4,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,114.7",
2015Q4,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"389,710.0",
2015Q4,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,463.2",
2015Q4,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,328.4",
2015Q4,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,467.3",
2015Q4,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,948.4",
2015Q4,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"27,216.3",
2015Q4,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"2,129.4",
